author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score,query_class,tier,product_line,asset,hook,affil_suspect,affil_suspect_reason,export_review,export_note
Yunzhen Jiang,,Guilin University of Electronic Technology,academic,CN,A study on interfacial structure design and thermal conductivity optimization of diamond/copper composites,2025,https://doi.org/10.1039/d5ma01082a,Materials Advances,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuqing Zhou,0000-0002-1812-068X,Toyota Motor Corporation (Switzerland),industry,CH,"Applications, Design Methods, and Challenges for Additive Manufacturing of Thermal Solutions for Heterogeneous Integration of Electronics",2025,https://doi.org/10.1115/1.4067649,Journal of Electronic Packaging,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,A2,,N,,FALSE,
Yutong Li,0000-0001-8653-6698,Shijiazhuang Tiedao University,academic,CN,The effect of vacancy defects on the interfacial thermal resistance at the GaN/diamond interfaces: molecular dynamics simulation,2025,https://doi.org/10.1088/1361-651x/adcfb7,Modelling and Simulation in Materials Science and Engineering,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Zhanghui Liu,0000-0002-5913-3647,China Nonferrous Metal Mining (China),industry,CN,A study on interfacial structure design and thermal conductivity optimization of diamond/copper composites,2025,https://doi.org/10.1039/d5ma01082a,Materials Advances,middle,copper diamond composite,1,1,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Zhibai Zhong,,Hua Hong Semiconductor (China),industry,CN,Synergistic optimization of material innovation and interface engineering for COD mitigation in high-power GaN-based blue laser diodes,2025,https://doi.org/10.1063/5.0281042,Applied Physics Letters,middle,laser diode thermal management,1,1,16,displacement,T4,NONE,A3,,N,,TRUE,affiliation country China: human export review required before any contact
Zhibiao Hao,,Tsinghua University,academic,CN,Synergistic optimization of material innovation and interface engineering for COD mitigation in high-power GaN-based blue laser diodes,2025,https://doi.org/10.1063/5.0281042,Applied Physics Letters,middle,laser diode thermal management,1,0,16,displacement,T4,NONE,A3,,N,,TRUE,affiliation country China: human export review required before any contact
Zhiping Yu,0000-0001-8701-8438,Institute of Microelectronics,academic,CN,A Coherent Compact Thermal Network Model (CTM) for High-Precision and Efficient Temperature Prediction in CoWoS Packaging,2025,https://doi.org/10.1109/tcpmt.2025.3619074,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,chiplet package thermal,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Zhiyong Yuan,0000-0001-7547-679X,China Southern Power Grid (China),industry,CN,Experimental Investigation on Fatigue Failure Evolution of Press-Pack IGBT Devices Under MMC Operating Conditions,2025,https://doi.org/10.1109/tpel.2025.3557046,IEEE Transactions on Power Electronics,middle,IGBT module thermal fatigue,1,1,16,displacement,T2,copper-diamond-composite,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Zhuo Zhang,0009-0007-6706-8391,Modern Electron (United States),industry,US,Research progress in interface optimization and preparation technology of high thermal conductivity diamond/copper composite materials,2025,https://doi.org/10.3389/fmats.2025.1582990,Frontiers in Materials,middle,copper diamond composite,1,1,16,core,T4,NONE,NONE,,N,,FALSE,
Abdullah S. Obeidat,0009-0005-0057-0542,Binghamton University,academic,US,SiC Power Module Packaging Using Printed Electronics Materials and Processes,2024,https://doi.org/10.1109/tcpmt.2024.3453209,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,wide bandgap power device packaging,1,0,8,displacement,T4,copper-diamond-composite,A4,,N,,FALSE,
Aleksandrs Marinins,0000-0002-0728-6684,IMEC,academic,BE,Thermal Scaling Analysis of Large Hybrid Laser Arrays for Co-Packaged Optics,2024,https://doi.org/10.1109/jstqe.2024.3444923,IEEE Journal of Selected Topics in Quantum Electronics,middle,co-packaged optics thermal,1,0,8,displacement,T4,polycrystalline-CVD-diamond-wafer,A6,,N,,FALSE,
Andrew McKee,,Applied Photonics (United Kingdom),industry,GB,Thermal Scaling Analysis of Large Hybrid Laser Arrays for Co-Packaged Optics,2024,https://doi.org/10.1109/jstqe.2024.3444923,IEEE Journal of Selected Topics in Quantum Electronics,middle,co-packaged optics thermal,1,1,8,displacement,T2,polycrystalline-CVD-diamond-wafer,A6,,N,,FALSE,
Anurag Vohra,0000-0002-2831-0719,IMEC,academic,BE,Correlation of heat transport mechanism and structural properties of GaN high electron mobility transistors,2024,https://doi.org/10.1063/5.0207513,Journal of Applied Physics,middle,thermal boundary resistance GaN,1,0,8,displacement,T4,NONE,NONE,,N,,FALSE,
Arun Gowda,,GE Global Research (United States),industry,US,SiC Power Module Packaging Using Printed Electronics Materials and Processes,2024,https://doi.org/10.1109/tcpmt.2024.3453209,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,wide bandgap power device packaging,1,1,8,displacement,T2,copper-diamond-composite,A4,,N,,FALSE,
Atsushi Takahashi,0000-0003-3821-5325,Nagase (Japan),industry,JP,Design Guidelines for 2.5-D Packages Featuring Organic Interposer With Bridges Embedded,2024,https://doi.org/10.1109/tcpmt.2024.3474716,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,chiplet package thermal,1,1,8,displacement,T4,NONE,NONE,,N,,FALSE,
Barbara Kosednar-Legenstein,,Materials Center Leoben (Austria),industry,AT,Correlation of heat transport mechanism and structural properties of GaN high electron mobility transistors,2024,https://doi.org/10.1063/5.0207513,Journal of Applied Physics,middle,thermal boundary resistance GaN,1,1,8,displacement,T4,NONE,NONE,,N,,FALSE,
Benjian Liu,0000-0002-4999-9949,Harbin Institute of Technology,academic,CN,Optimizing MPCVD systems for diamond growth through advanced microwave transmission theory,2024,https://doi.org/10.1016/j.jcrysgro.2024.128008,Journal of Crystal Growth,middle,single crystal diamond MPCVD,1,0,8,core,T4,single-crystal-CVD-diamond-plate,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Bing Sun,0000-0001-6896-7531,Chinese Academy of Sciences,academic,CN,Wafer-scale N-polar GaN heterogeneous structure fabricated by surface active bonding and laser lift-off,2024,https://doi.org/10.1016/j.jallcom.2024.176253,Journal of Alloys and Compounds,middle,thermal boundary resistance GaN,1,0,8,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Bo Peng,0000-0002-2696-900X,Xidian University,academic,CN,Study of photoinduced nonthermal melting of 4H-SiC under femtosecond pulse laser irradiation based on time-dependent density functional theory simulations,2024,https://doi.org/10.1063/5.0221305,Journal of Applied Physics,middle,diamond thermal conductivity substrate,1,0,8,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Bo Xia,0000-0001-8091-7721,Henkel (Germany),industry,DE,Enhancing Semiconductor Package Reliability through Mechanical Property Optimization of Pressureless Sintering Die Attach Adhesives,2024,https://doi.org/10.4071/001c.94312,IMAPSource Proceedings,middle,wide bandgap power device packaging,1,1,8,displacement,T2,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
Changhong Du,0009-0005-1645-1468,Chery Automobile (China),industry,CN,Reliability evaluation of IGBT power module on electric vehicle using big data,2024,https://doi.org/10.1088/1674-4926/45/5/052301,Journal of Semiconductors,middle,IGBT module thermal fatigue,1,1,8,displacement,T2,copper-diamond-composite,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Chao Yuan,0000-0003-3116-6049,Wuhan University,academic,CN,Wafer-scale N-polar GaN heterogeneous structure fabricated by surface active bonding and laser lift-off,2024,https://doi.org/10.1016/j.jallcom.2024.176253,Journal of Alloys and Compounds,middle,thermal boundary resistance GaN,1,0,8,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Cheng Peng,,University of Chinese Academy of Sciences,academic,CN,Enhanced Fabrication and Assembly of 3-D Chiplets Based on Active Interposer With Frontside Via-Last TSVs,2024,https://doi.org/10.1109/tcpmt.2024.3443858,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,chiplet package thermal,1,0,8,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Christoph E. Nebel,0000-0002-7976-7030,Kanazawa University,academic,JP,"Diamond Homoepitaxial Growth Technology toward Wafer Fabrication, Atomically Controlled Surfaces, and Low Resistivity",2024,https://doi.org/10.1021/accountsmr.4c00123,Accounts of Materials Research,middle,diamond thermal conductivity substrate,1,0,8,core,T4,NONE,NONE,,N,,FALSE,
Daochun Hu,,Nanjing University of Industry Technology,academic,CN,An Investigation on the Spark Plasma Sintering Diffusion Bonding of Diamond/Cu Composites with a Cr Interlayer,2024,https://doi.org/10.3390/ma17246026,Materials,middle,copper diamond composite,1,0,8,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Disheng Wei,0000-0001-5653-3891,Harbin Institute of Technology,academic,CN,20 W CW laser operation of Tm:YAP single crystal fiber,2024,https://doi.org/10.1016/j.optlastec.2024.111529,Optics & Laser Technology,middle,laser diode thermal management,1,0,8,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Dominik Bortis,0000-0001-9375-2284,ETH Zurich,academic,CH,Comparative Evaluation of Three-Phase Three-Level GaN and Seven-Level Si Flying Capacitor Inverters for Integrated Motor Drives Considering Overload Operation,2024,https://doi.org/10.1109/access.2024.3350728,IEEE Access,middle,power module baseplate thermal,1,0,8,displacement,T4,NONE,NONE,,N,,FALSE,
Dongyue Wen,,Harbin Institute of Technology,academic,CN,Optimizing MPCVD systems for diamond growth through advanced microwave transmission theory,2024,https://doi.org/10.1016/j.jcrysgro.2024.128008,Journal of Crystal Growth,middle,single crystal diamond MPCVD,1,0,8,core,T4,single-crystal-CVD-diamond-plate,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Dylan Richmond,0000-0003-4832-6483,Binghamton University,academic,US,SiC Power Module Packaging Using Printed Electronics Materials and Processes,2024,https://doi.org/10.1109/tcpmt.2024.3453209,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,wide bandgap power device packaging,1,0,8,displacement,T4,copper-diamond-composite,A4,,N,,FALSE,
E. Ho,,Henkel (Germany),industry,DE,Enhancing Semiconductor Package Reliability through Mechanical Property Optimization of Pressureless Sintering Die Attach Adhesives,2024,https://doi.org/10.4071/001c.94312,IMAPSource Proceedings,middle,wide bandgap power device packaging,1,1,8,displacement,T2,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
El Mehdi Abbara,,Binghamton University,academic,US,SiC Power Module Packaging Using Printed Electronics Materials and Processes,2024,https://doi.org/10.1109/tcpmt.2024.3453209,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,wide bandgap power device packaging,1,0,8,displacement,T4,copper-diamond-composite,A4,,N,,FALSE,
Evan Z. Toth,0000-0002-8934-2669,Northeastern University,academic,US,Transferable Percolated Particle Monolayers Derived from Marangoni Flows for Thermally Conductive Dielectric Coatings,2024,https://doi.org/10.1021/acsami.4c14039,ACS Applied Materials & Interfaces,middle,diamond heat spreader,1,0,8,core,T4,NONE,NONE,,N,,FALSE,
Fanyi Wei,,Chery Automobile (China),industry,CN,Reliability evaluation of IGBT power module on electric vehicle using big data,2024,https://doi.org/10.1088/1674-4926/45/5/052301,Journal of Semiconductors,middle,IGBT module thermal fatigue,1,1,8,displacement,T2,copper-diamond-composite,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Fengman Liu,0000-0002-3579-1151,Chinese Academy of Sciences,academic,CN,Enhanced Fabrication and Assembly of 3-D Chiplets Based on Active Interposer With Frontside Via-Last TSVs,2024,https://doi.org/10.1109/tcpmt.2024.3443858,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,chiplet package thermal,1,0,8,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Fengwen Mu,0000-0001-7396-9347,ON Semiconductor (United States),industry,US,Wafer-scale N-polar GaN heterogeneous structure fabricated by surface active bonding and laser lift-off,2024,https://doi.org/10.1016/j.jallcom.2024.176253,Journal of Alloys and Compounds,middle,thermal boundary resistance GaN,1,1,8,displacement,T4,NONE,A1,,N,,FALSE,
Gaetano Sequenzia,0000-0002-6063-2830,University of Catania,academic,IT,Effects of the pin-fins cooler roughness on the thermo-fluid dynamics performance of a SiC power module,2024,https://doi.org/10.1016/j.ijft.2024.100609,International Journal of Thermofluids,middle,power module baseplate thermal,1,0,8,displacement,T4,copper-diamond-composite,A4,,N,,FALSE,
Gaoming Li,0000-0001-9988-6427,Xi'an Jiaotong University,academic,CN,Study of photoinduced nonthermal melting of 4H-SiC under femtosecond pulse laser irradiation based on time-dependent density functional theory simulations,2024,https://doi.org/10.1063/5.0221305,Journal of Applied Physics,middle,diamond thermal conductivity substrate,1,0,8,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Gu Xiao,,Jiangsu Changjiang Electronics Technology (China),industry,CN,Power Envelope Analyses of Chiplet Module and System-on-Chip,2024,https://doi.org/10.4071/001c.94297,IMAPSource Proceedings,middle,chiplet package thermal,1,1,8,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Guoliang Ma,,Wuhan University,academic,CN,Wafer-scale N-polar GaN heterogeneous structure fabricated by surface active bonding and laser lift-off,2024,https://doi.org/10.1016/j.jallcom.2024.176253,Journal of Alloys and Compounds,middle,thermal boundary resistance GaN,1,0,8,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
